MSW_TAXON	TAXON	ORDER	FAMILY	HYP	LOP	FCT_HOD	FCT_AL	FCT_OL	FCT_SF	FCT_OT	FCT_CM	MASS_KG	H2O_DEP	WILD	TAXON_Kari	ORDER_Kari	FAMILY_Kari	LENGTH_MM	MASS_G	DIET_CLUSTER	FO_CP	FO_EE	FO_CF	FO_ASH	FO_NFE	DIET_CLU	DIET_EIS	flag_false_composition	diet_cat1	diet_eis1	TAXON_OLD1	TAXON_OLD2	last_checked	last_update
Madoqua piacentinii	Madoqua piacentinii	Artiodactyla	Bovidae	2	2	1	0	1	0	0	0	NA	NA	NA	Madoqua piacentinii	Artiodactyla	Bovidae	620	2500	H4	14.184	3.018	18.763	9.997	54.039	12.Herbivore-Frugivore	Herbivore-browser	0	H	Herbivore	NA	NA	NA	NA
Madoqua saltiana	Madoqua saltiana	Artiodactyla	Bovidae	2	2	1	0	1	0	0	0	NA	NA	NA	Madoqua saltiana	Artiodactyla	Bovidae	620	2450	H2	10.961	3.631	18.152	15.601	51.655	13.Herbivore-Browser	Herbivore-browser	0	H	Herbivore	NA	NA	NA	NA
Naemorhedus baileyi	Naemorhedus baileyi	Artiodactyla	Bovidae	3	2	1	0	1	0	0	0	NA	NA	NA	Naemorhedus baileyi	Artiodactyla	Bovidae	1060	28500	H1	12.213	4.396	23.904	8.647	50.841	13.14.MF		0	H	NA	NA	NA	NA	NA
Naemorhedus caudatus	Naemorhedus caudatus	Artiodactyla	Bovidae	3	2	1	0	1	0	0	0	NA	NA	NA	Naemorhedus caudatus	Artiodactyla	Bovidae	1060	26999.99	H4	14.918	3.061	17.677	14.428	49.915	12.Herbivore-Frugivore		0	H	NA	NA	NA	NA	NA
Naemorhedus goral	Naemorhedus goral	Artiodactyla	Bovidae	3	2	1	0	1	0	0	0	NA	NA	NA	Naemorhedus goral	Artiodactyla	Bovidae	1060	27666.67	H1	9.781	2.763	26.363	13.509	47.584	13.14.MF	Herbivore-browser	0	H	Herbivore	NA	NA	NA	NA
Naemorhedus griseus	Naemorhedus griseus	Artiodactyla	Bovidae	3	NA	1	0	1	0	0	0	NA	NA	NA	Naemorhedus griseus	Artiodactyla	Bovidae	1060	28500	H4	14.918	3.061	17.677	14.428	49.915	12.Herbivore-Frugivore		0	H	NA	NA	NA	NA	NA
Naemorhedus sumatraensis	Naemorhedus sumatraensis	Artiodactyla	Bovidae	3	NA	1	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Nanger dama	Nanger dama	Artiodactyla	Bovidae	3	2	1	0	1	0	0	0	NA	NA	NA	Nanger dama	Artiodactyla	Bovidae	1275	59500	H3	10.889	2.865	24.588	9.863	51.795	13.Herbivore-Browser	Herbivore-Mixed-Feeder	0	H	Herbivore	Gazella dama	NA	NA	NA
Nanger granti	Nanger granti	Artiodactyla	Bovidae	3	2	1	0	1	0	0	0	55	L	W	Nanger granti	Artiodactyla	Bovidae	1525	59050	H1	10.327	3.146	22.03	15.004	49.493	13.14.MF		0	H	NA	Gazella granti	NA	NA	NA
Nanger soemmerringii	Nanger soemmerringii	Artiodactyla	Bovidae	3	2	1	0	1	0	0	0	NA	NA	NA	Nanger soemmerringii	Artiodactyla	Bovidae	NA	39500		NA	NA	NA	NA	NA		Herbivore-Mixed-Feeder	0		Herbivore	NA	NA	NA	NA
Neotragus batesi	Neotragus batesi	Artiodactyla	Bovidae	2	2	1	0	1	0	0	0	NA	NA	NA	Neotragus batesi	Artiodactyla	Bovidae	537.5	2500	H4	10.876	3.796	19.384	13.765	52.18	12.Herbivore-Frugivore	Herbivore-browser	0	H	Herbivore	NA	NA	NA	NA
Neotragus moschatus	Neotragus moschatus	Artiodactyla	Bovidae	2	2	1	0	1	0	0	0	6.5	L	W	Neotragus moschatus	Artiodactyla	Bovidae	600	5000	H4	11.201	4.584	19.732	11.038	53.445	12.Herbivore-Frugivore	Frugivore-herbivore	0	H	Frugivore	NA	NA	NA	NA
Neotragus pygmaeus	Neotragus pygmaeus	Artiodactyla	Bovidae	2	2	1	0	1	0	0	0	NA	NA	NA	Neotragus pygmaeus	Artiodactyla	Bovidae	500	2100	H4	15.204	3.671	16.879	10.384	53.862	12.Herbivore-Frugivore	Herbivore-browser	0	H	Herbivore	NA	NA	NA	NA
Oreamnos americanus	Oreamnos americanus	Artiodactyla	Bovidae	3	2	1	0	1	0	0	0	NA	NA	NA	Oreamnos americanus	Artiodactyla	Bovidae	1400	78450	H1	13.158	5.933	23.549	12.663	44.697	13.14.MF	Herbivore-Mixed-Feeder	0	H	Herbivore	NA	NA	NA	NA
Oreotragus oreotragus	Oreotragus oreotragus	Artiodactyla	Bovidae	3	2	1	0	1	0	0	0	13	L	W	Oreotragus oreotragus	Artiodactyla	Bovidae	960	12150	H4	11.828	4.145	20.487	11.812	51.728	12.Herbivore-Frugivore	Herbivore-browser	0	H	Herbivore	NA	NA	NA	NA
Oryx beisa	Oryx beisa	Artiodactyla	Bovidae	3	2	1	0	1	1	1	0	169	L	W	Oryx beisa	Artiodactyla	Bovidae	1940	200576.52	H1	10.047	3.67	22.64	9.244	54.399	13.14.MF	Herbivore-grazer	0	H	Herbivore	NA	NA	NA	NA
Oryx dammah	Oryx dammah	Artiodactyla	Bovidae	3	2	1	0	1	1	0	0	NA	NA	NA	Oryx dammah	Artiodactyla	Bovidae	1940	157500	H1	8.053	4.083	25.252	7.142	55.47	13.14.MF	Herbivore-grazer	0	H	Herbivore	NA	NA	NA	NA
Oryx gazella	Oryx gazella	Artiodactyla	Bovidae	3	2	1	0	1	1	0	0	NA	NA	NA	Oryx gazella	Artiodactyla	Bovidae	1615	172200	H1	10.047	3.67	22.64	9.244	54.399	13.14.MF	Herbivore-grazer	0	H	Herbivore	NA	NA	NA	NA
Oryx leucoryx	Oryx leucoryx	Artiodactyla	Bovidae	3	2	1	0	1	1	0	0	NA	NA	NA	Oryx leucoryx	Artiodactyla	Bovidae	1940	83000	H1	10.083	2.915	27.204	10.218	49.579	13.14.MF	Herbivore-grazer	0	H	Herbivore	NA	NA	NA	NA
Ourebia ourebi	Ourebia ourebi	Artiodactyla	Bovidae	3	2	1	0	1	0	0	0	17.2	M	W	Ourebia ourebi	Artiodactyla	Bovidae	1160	17500	H1	10.8	3.26	26.761	11.912	47.266	13.14.MF	Herbivore-grazer	0	H	Herbivore	NA	NA	NA	NA
Ovibos moschatus	Ovibos moschatus	Artiodactyla	Bovidae	3	2	1	0	1	0	0	0	NA	NA	NA	Ovibos moschatus	Artiodactyla	Bovidae	2100	301650	H1	9.758	3.538	28.37	8.805	49.529	13.14.MF	Herbivore-grazer	0	H	Herbivore	NA	NA	NA	NA
Ovis ammon	Ovis ammon	Artiodactyla	Bovidae	3	2	1	0	1	0	0	0	NA	NA	NA	Ovis ammon	Artiodactyla	Bovidae	1500	91950	H1	12.403	2.966	24.959	12.283	47.39	13.14.MF	Herbivore-grazer	0	H	Herbivore	NA	NA	NA	NA
Ovis aries	Ovis aries	Artiodactyla	Bovidae	3	2	1	0	1	0	0	0	50	M	D	Ovis aries	Artiodactyla	Bovidae	1500	50000	H1	9.781	2.763	26.363	13.509	47.584	13.14.MF	Herbivore-grazer	0	H	Herbivore	NA	NA	NA	NA
Ovis canadensis	Ovis canadensis	Artiodactyla	Bovidae	3	2	1	0	1	0	0	0	NA	NA	NA	Ovis canadensis	Artiodactyla	Bovidae	1476.3	65000	H1	11.218	2.805	25.299	13.742	46.937	13.14.MF	Herbivore-Mixed-Feeder	0	H	Herbivore	NA	NA	NA	NA
Ovis dalli	Ovis dalli	Artiodactyla	Bovidae	3	2	1	0	1	0	0	0	NA	NA	NA	Ovis dalli	Artiodactyla	Bovidae	1353.8	66850	H1	11.759	2.901	28.673	9.606	47.061	13.14.MF	Herbivore-grazer	0	H	Herbivore	NA	NA	NA	NA
Ovis nivicola	Ovis nivicola	Artiodactyla	Bovidae	3	2	1	0	1	0	0	0	NA	NA	NA	Ovis nivicola	Artiodactyla	Bovidae	1500	50500	H4	13.681	4.55	24.223	10.636	46.91	12.Herbivore-Frugivore	Herbivore-grazer	0	H	Herbivore	NA	NA	NA	NA
Pantholops hodgsonii	Pantholops hodgsonii	Artiodactyla	Bovidae	3	2	1	0	1	0	0	0	NA	NA	NA	Pantholops hodgsonii	Artiodactyla	Bovidae	1350	34050	H1	9.503	2.577	27.88	13.866	46.174	13.14.MF	Herbivore-grazer	0	H	Herbivore	Pantholops hodgsoni	NA	NA	NA
Pelea capreolus	Pelea capreolus	Artiodactyla	Bovidae	3	2	1	0	1	1	0	0	NA	NA	NA	Pelea capreolus	Artiodactyla	Bovidae	1200	24500	H1	10.203	2.563	25.153	16.334	45.747	13.14.MF	Herbivore-browser	0	H	Herbivore	NA	NA	NA	NA
Philantomba maxwellii	Philantomba maxwellii	Artiodactyla	Bovidae	1	2	1	0	1	0	0	0	NA	NA	NA	Philantomba maxwellii	Artiodactyla	Bovidae	1162.5	6850	H4	18.499	5.929	15.777	10.479	49.316	12.Herbivore-Frugivore		0	H	NA	NA	NA	NA	NA
Philantomba monticola	Philantomba monticola	Artiodactyla	Bovidae	1	2	1	0	1	0	0	0	6.2	M	W	Philantomba monticola	Artiodactyla	Bovidae	625	6000	H4	16.142	6.2	15.542	8.562	53.554	12.Herbivore-Frugivore		0	H	NA	Cephalophus monticola	NA	NA	NA
Procapra gutturosa	Procapra gutturosa	Artiodactyla	Bovidae	3	2	1	0	1	0	0	0	NA	NA	NA	Procapra gutturosa	Artiodactyla	Bovidae	1215	27750	H1	9.503	2.577	27.88	13.866	46.174	13.14.MF	Herbivore-grazer	0	H	Herbivore	NA	NA	NA	NA
Procapra picticaudata	Procapra picticaudata	Artiodactyla	Bovidae	3	2	1	0	1	0	0	0	NA	NA	NA	Procapra picticaudata	Artiodactyla	Bovidae	1215	23197.67	H2	12.3	2.521	16.987	23.724	44.467	13.Herbivore-Browser		0	H	NA	NA	NA	NA	NA
Procapra przewalskii	Procapra przewalskii	Artiodactyla	Bovidae	3	2	1	0	1	0	0	0	NA	NA	NA	Procapra przewalskii	Artiodactyla	Bovidae	1215	27499.99		NA	NA	NA	NA	NA			0		NA	NA	NA	NA	NA
Pseudois nayaur	Pseudois nayaur	Artiodactyla	Bovidae	3	2	1	0	1	0	0	0	NA	NA	NA	Pseudois nayaur	Artiodactyla	Bovidae	1400	49750	H1	12.63	3.385	24.241	12.209	47.535	13.14.MF	Herbivore-grazer	0	H	Herbivore	NA	NA	NA	NA
Pseudois schaeferi	Pseudois schaeferi	Artiodactyla	Bovidae	3	2	1	0	1	0	0	0	NA	NA	NA	Pseudois schaeferi	Artiodactyla	Bovidae	1400	29249.99	H1	11.047	4.151	26.264	13.701	44.836	13.14.MF		0	H	NA	NA	NA	NA	NA
Pseudoryx nghetinhensis	Pseudoryx nghetinhensis	Artiodactyla	Bovidae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pseudoryx nghetinhensis	Artiodactyla	Bovidae	NA	92500		NA	NA	NA	NA	NA			0		NA	NA	NA	NA	NA
Raphicerus campestris	Raphicerus campestris	Artiodactyla	Bovidae	3	2	1	0	1	0	0	0	10.5	L	W	Raphicerus campestris	Artiodactyla	Bovidae	751.5	11298	H4	11.1	5.028	19.057	10.841	53.975	12.Herbivore-Frugivore	Herbivore-browser	0	H	Herbivore	NA	NA	NA	NA
Raphicerus melanotis	Raphicerus melanotis	Artiodactyla	Bovidae	3	2	1	0	1	0	0	0	NA	NA	NA	Raphicerus melanotis	Artiodactyla	Bovidae	780	10257	H4	11.491	5.436	19.466	7.434	56.172	12.Herbivore-Frugivore	Herbivore-browser	0	H	Herbivore	NA	NA	NA	NA
Raphicerus sharpei	Raphicerus sharpei	Artiodactyla	Bovidae	3	2	1	0	1	0	0	0	NA	NA	NA	Raphicerus sharpei	Artiodactyla	Bovidae	680	7600	H4	10.28	4.281	21.58	9.85	54.01	12.Herbivore-Frugivore	Herbivore-browser	0	H	Herbivore	NA	NA	NA	NA
Redunca arundinum	Redunca arundinum	Artiodactyla	Bovidae	3	2	1	0	1	1	0	1	NA	NA	NA	Redunca arundinum	Artiodactyla	Bovidae	1395.8	50750	H1	9.645	2.681	29.966	10.807	46.901	13.14.MF	Herbivore-grazer	0	H	Herbivore	NA	NA	NA	NA
Redunca fulvorufula	Redunca fulvorufula	Artiodactyla	Bovidae	3	2	1	0	1	1	0	1	29.5	M	W	Redunca fulvorufula	Artiodactyla	Bovidae	1230	30000	H7	8.106	2.605	33.319	8.944	47.026	14.Herbivore-Grazer	Herbivore-grazer	0	H	Herbivore	NA	NA	NA	NA
Redunca redunca	Redunca redunca	Artiodactyla	Bovidae	3	2	1	0	1	1	0	1	44.1	H	W	Redunca redunca	Artiodactyla	Bovidae	1150	40000	H7	8.279	2.509	32.429	9.341	47.443	14.Herbivore-Grazer	Herbivore-grazer	0	H	Herbivore	NA	NA	NA	NA
Rupicapra pyrenaica	Rupicapra pyrenaica	Artiodactyla	Bovidae	3	2	1	0	1	0	0	0	NA	NA	NA	Rupicapra pyrenaica	Artiodactyla	Bovidae	1100	29999.99	H1	9.557	2.805	27.151	12.454	48.033	13.14.MF	Herbivore-Mixed-Feeder	0	H	Herbivore	NA	NA	NA	NA
Rupicapra rupicapra	Rupicapra rupicapra	Artiodactyla	Bovidae	3	2	1	0	1	0	0	0	NA	NA	NA	Rupicapra rupicapra	Artiodactyla	Bovidae	1100	36000	H1	12.392	4.47	22.055	16.896	44.186	13.14.MF	Herbivore-browser	0	H	Herbivore	NA	NA	NA	NA
Saiga borealis	Saiga borealis	Artiodactyla	Bovidae	3	NA	1	0	1	0	0	0	NA	NA	NA	Saiga borealis	Artiodactyla	Bovidae	1200	47500	H1	11.037	3.208	24.461	14.9	46.393	13.14.MF		0	H	NA	NA	NA	NA	NA
Saiga tatarica	Saiga tatarica	Artiodactyla	Bovidae	3	2	1	0	1	0	0	0	NA	NA	NA	Saiga tatarica	Artiodactyla	Bovidae	1200	38250	H1	11.037	3.208	24.461	14.9	46.393	13.14.MF	Herbivore-grazer	0	H	Herbivore	NA	NA	NA	NA
Sylvicapra grimmia	Sylvicapra grimmia	Artiodactyla	Bovidae	2	2	1	0	1	0	0	0	19.5	L	W	Sylvicapra grimmia	Artiodactyla	Bovidae	925	16106	F5	17.279	6.157	16.959	9.708	49.897	10.Frugivore-Omnivore	Frugivore-herbivore	0	F	Frugivore	NA	NA	NA	NA
Syncerus caffer	Syncerus caffer	Artiodactyla	Bovidae	3	2	1	0	1	0	1	0	580	H	W	Syncerus caffer	Artiodactyla	Bovidae	2750	555200	H1	8.698	2.879	30.368	9.028	49.028	13.14.MF	Herbivore-grazer	0	H	Herbivore	NA	NA	NA	NA
Taurotragus derbianus	Taurotragus derbianus	Artiodactyla	Bovidae	3	2	1	0	1	0	0	0	NA	NA	NA	Taurotragus derbianus	Artiodactyla	Bovidae	2625	560000	H4	8.887	4.639	20.709	6.074	59.692	12.Herbivore-Frugivore	Herbivore-browser	0	H	Herbivore	NA	NA	NA	NA
Taurotragus oryx	Taurotragus oryx	Artiodactyla	Bovidae	3	2	1	0	1	0	0	0	570	M	W	Taurotragus oryx	Artiodactyla	Bovidae	2675	432500	H1	10.203	2.563	25.153	16.334	45.747	13.14.MF	Herbivore-browser	0	H	Herbivore	NA	NA	NA	NA
Tetracerus quadricornis	Tetracerus quadricornis	Artiodactyla	Bovidae	3	2	1	0	1	0	0	0	NA	NA	NA	Tetracerus quadricornis	Artiodactyla	Bovidae	900	17500	H1	8.969	3.203	27.085	10.3	50.443	13.14.MF	Herbivore-Mixed-Feeder	0	H	Herbivore	NA	NA	NA	NA
Tragelaphus angasii	Tragelaphus angasii	Artiodactyla	Bovidae	2	2	1	0	1	0	0	0	NA	NA	NA	Tragelaphus angasii	Artiodactyla	Bovidae	1450	91000	H1	10.903	2.549	22.426	18.802	45.319	13.14.MF	Herbivore-browser	0	H	Herbivore	NA	NA	NA	NA
Tragelaphus buxtoni	Tragelaphus buxtoni	Artiodactyla	Bovidae	1	2	1	0	1	0	0	0	NA	NA	NA	Tragelaphus buxtoni	Artiodactyla	Bovidae	2250	199350	H2	12.062	3.315	20.152	18.414	46.056	13.Herbivore-Browser	Herbivore-browser	0	H	Herbivore	NA	NA	NA	NA
Tragelaphus eurycerus	Tragelaphus eurycerus	Artiodactyla	Bovidae	2	2	1	0	1	0	0	0	329	H	W	Tragelaphus eurycerus	Artiodactyla	Bovidae	2100	205000	H2	14.008	3.573	16.008	18.45	47.961	13.Herbivore-Browser	Herbivore-browser	0	H	Herbivore	NA	NA	NA	NA
Tragelaphus imberbis	Tragelaphus imberbis	Artiodactyla	Bovidae	2	2	1	0	1	0	0	0	70	L	W	Tragelaphus imberbis	Artiodactyla	Bovidae	1425	77000	H4	11.52	3.633	20.274	14.223	50.351	12.Herbivore-Frugivore	Herbivore-browser	0	H	Herbivore	NA	NA	NA	NA
Tragelaphus scriptus	Tragelaphus scriptus	Artiodactyla	Bovidae	2	2	1	0	1	0	0	0	43.3	M	W	Tragelaphus scriptus	Artiodactyla	Bovidae	1275	40400	H4	11.333	3.344	22.077	14.04	49.205	12.Herbivore-Frugivore	Herbivore-browser	0	H	Herbivore	NA	NA	NA	NA
Tragelaphus spekii	Tragelaphus spekii	Artiodactyla	Bovidae	2	2	1	0	1	0	0	0	78	H	W	Tragelaphus spekii	Artiodactyla	Bovidae	1425	81250	H11	11.96	3.288	27.207	8.219	49.327	14.Herbivore-Grazer	Herbivore-browser	0	H	Herbivore	Tragelaphus spekeii	Tragelaphus spekei	NA	NA
Tragelaphus strepsiceros	Tragelaphus strepsiceros	Artiodactyla	Bovidae	2	2	1	0	1	0	0	0	213.5	M	W	Tragelaphus strepsiceros	Artiodactyla	Bovidae	2200	2e+05	H2	11.405	3.786	19.417	14.319	51.073	13.Herbivore-Browser	Herbivore-browser	0	H	Herbivore	NA	NA	NA	NA
Camelus bactrianus	Camelus bactrianus	Artiodactyla	Camelidae	3	2	1	0	1	0	0	0	NA	NA	NA	Camelus bactrianus	Artiodactyla	Camelidae	2850	550000	H1	9.64	3.146	26.049	10.344	50.821	13.14.MF	Herbivore-Mixed-Feeder	0	H	Herbivore	NA	NA	NA	NA
Camelus dromedarius	Camelus dromedarius	Artiodactyla	Camelidae	3	2	1	0	1	0	0	0	450	L	D	Camelus dromedarius	Artiodactyla	Camelidae	3000	434000	H4	11.582	3.061	21.382	15.919	48.057	12.Herbivore-Frugivore	Herbivore-browser	0	H	Herbivore	NA	NA	NA	NA
Lama glama	Lama glama	Artiodactyla	Camelidae	3	2	1	0	1	0	0	0	NA	NA	NA	Lama glama	Artiodactyla	Camelidae	1450	110000	H1	9.733	2.956	28.172	12.786	46.354	13.14.MF	Herbivore-Mixed-Feeder	0	H	Herbivore	NA	NA	NA	NA
Lama glama guanicoe	Lama guanicoe	Artiodactyla	Camelidae	3	NA	1	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lama glama glama	Lama pacos	Artiodactyla	Camelidae	3	NA	1	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vicugna vicugna	Vicugna vicugna	Artiodactyla	Camelidae	3	2	1	0	1	0	0	0	NA	NA	NA	Vicugna vicugna	Artiodactyla	Camelidae	1575	50000	H7	8.106	2.605	33.319	8.944	47.026	14.Herbivore-Grazer	Herbivore-Mixed-Feeder	0	H	Herbivore	NA	NA	NA	NA
Alces alces	Alces alces	Artiodactyla	Cervidae	1	2	1	0	1	0	0	0	NA	NA	NA	Alces alces	Artiodactyla	Cervidae	2750	351000	H1	9.624	3.925	26.384	8.486	51.58	13.14.MF	Herbivore-browser	0	H	Herbivore	NA	NA	NA	NA
Alces americanus	Alces americanus	Artiodactyla	Cervidae	1	NA	1	0	1	0	0	0	NA	NA	NA	Alces americanus	Artiodactyla	Cervidae	2750	541460.44	H1	9.624	3.925	26.384	8.486	51.58	13.14.MF	Herbivore-browser	0	H	Herbivore	NA	NA	NA	NA
Axis axis	Axis axis	Artiodactyla	Cervidae	2	2	1	0	1	1	0	0	NA	NA	NA	Axis axis	Artiodactyla	Cervidae	1600	55000	H1	10.06	2.947	24.847	13.162	48.984	13.14.MF	Herbivore-grazer	0	H	Herbivore	NA	NA	NA	NA
Axis calamianensis	Axis calamianensis	Artiodactyla	Cervidae	2	2	1	0	1	1	0	0	NA	NA	NA	Axis calamianensis	Artiodactyla	Cervidae	1375	39812.6	H1	10.775	4.839	22.324	9.809	52.253	13.14.MF		0	H	NA	NA	NA	NA	NA
Axis kuhlii	Axis kuhlii	Artiodactyla	Cervidae	2	2	1	0	1	1	0	0	NA	NA	NA	Axis kuhlii	Artiodactyla	Cervidae	1375	54999.99	H1	10.775	4.839	22.324	9.809	52.253	13.14.MF		0	H	NA	NA	NA	NA	NA
Axis porcinus	Axis porcinus	Artiodactyla	Cervidae	2	2	1	0	1	1	0	0	NA	NA	NA	Axis porcinus	Artiodactyla	Cervidae	1300	33500	H1	10.425	3.384	24.438	12.962	48.791	13.14.MF	Herbivore-grazer	0	H	Herbivore	NA	NA	NA	NA
Blastocerus dichotomus	Blastocerus dichotomus	Artiodactyla	Cervidae	1	2	1	0	1	0	0	0	NA	NA	NA	Blastocerus dichotomus	Artiodactyla	Cervidae	1875	102500	H1	11.015	2.851	21.902	16.909	47.324	13.14.MF	Herbivore-browser	0	H	Herbivore	NA	NA	NA	NA
Capreolus capreolus	Capreolus capreolus	Artiodactyla	Cervidae	1	2	1	0	1	0	0	0	NA	NA	NA	Capreolus capreolus	Artiodactyla	Cervidae	1230	21500	H4	13.271	3.758	19.076	9.992	53.903	12.Herbivore-Frugivore	Herbivore-browser	0	H	Herbivore	NA	NA	NA	NA
Capreolus pygargus	Capreolus pygargus	Artiodactyla	Cervidae	1	2	1	0	1	0	0	0	NA	NA	NA	Capreolus pygargus	Artiodactyla	Cervidae	1230	39450	H1	13.895	3.426	22.659	11.682	48.338	13.14.MF	Herbivore-browser	0	H	Herbivore	NA	NA	NA	NA
Cervus duvaucelii	Cervus duvaucelii	Artiodactyla	Cervidae	2	NA	1	0	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cervus elaphus	Cervus elaphus	Artiodactyla	Cervidae	2	2	1	0	1	1	0	0	NA	NA	NA	Cervus elaphus	Artiodactyla	Cervidae	1950	149968	H1	9.585	4.302	26.277	8.901	50.936	13.14.MF	Herbivore-Mixed-Feeder	0	H	Herbivore	NA	NA	NA	NA
Cervus nippon	Cervus nippon	Artiodactyla	Cervidae	2	2	1	0	1	1	0	0	NA	NA	NA	Cervus nippon	Artiodactyla	Cervidae	1375	53000	H4	11.407	3.449	24.439	11.024	49.683	12.Herbivore-Frugivore	Herbivore-Mixed-Feeder	0	H	Herbivore	NA	NA	NA	NA
Dama dama	Dama dama	Artiodactyla	Cervidae	1	2	1	0	1	0	0	0	NA	NA	NA	Dama dama	Artiodactyla	Cervidae	1450	54500	H1	9.431	3.059	26.367	11.493	49.649	13.14.MF	Herbivore-Mixed-Feeder	0	H	Herbivore	NA	NA	NA	NA
Dama mesopotamica	Dama mesopotamica	Artiodactyla	Cervidae	1	NA	1	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Elaphodus cephalophus	Elaphodus cephalophus	Artiodactyla	Cervidae	1	2	1	0	1	1	0	0	NA	NA	NA	Elaphodus cephalophus	Artiodactyla	Cervidae	1350	18000	H1	9.503	2.577	27.88	13.866	46.174	13.14.MF	Herbivore-browser	0	H	Herbivore	NA	NA	NA	NA
Elaphurus davidianus	Elaphurus davidianus	Artiodactyla	Cervidae	1	2	1	0	1	1	0	0	NA	NA	NA	Elaphurus davidianus	Artiodactyla	Cervidae	1995	149000	H1	11.741	2.532	19.166	21.752	44.808	13.14.MF	Herbivore-grazer	0	H	Herbivore	NA	NA	NA	NA
Hippocamelus antisensis	Hippocamelus antisensis	Artiodactyla	Cervidae	1	2	1	0	1	0	0	0	NA	NA	NA	Hippocamelus antisensis	Artiodactyla	Cervidae	1530	68600	H1	14.501	6.571	24.105	10.953	43.87	13.14.MF	Herbivore-grazer	0	H	Herbivore	NA	NA	NA	NA
Hippocamelus bisulcus	Hippocamelus bisulcus	Artiodactyla	Cervidae	1	2	1	0	1	0	0	0	NA	NA	NA	Hippocamelus bisulcus	Artiodactyla	Cervidae	1530	69984	H1	11.455	2.7	24.903	8.503	52.439	13.14.MF	Herbivore-Mixed-Feeder	0	H	Herbivore	NA	NA	NA	NA
Hydropotes inermis	Hydropotes inermis	Artiodactyla	Cervidae	1	2	1	0	1	0	0	0	NA	NA	NA	Hydropotes inermis	Artiodactyla	Cervidae	887.5	11000	H1	11.064	2.944	23.769	14.151	48.072	13.14.MF	Herbivore-browser	0	H	Herbivore	NA	NA	NA	NA
Mazama americana	Mazama americana	Artiodactyla	Cervidae	1	2	1	0	1	0	0	0	NA	NA	NA	Mazama americana	Artiodactyla	Cervidae	1100	26100	F5	15.985	5.164	14.907	10.86	53.084	10.Frugivore-Omnivore	Frugivore-granivore	0	F	Frugivore	NA	NA	NA	NA
Mazama bororo	Mazama bororo	Artiodactyla	Cervidae	1	NA	1	0	1	0	0	0	NA	NA	NA	Mazama bororo	Artiodactyla	Cervidae	1035	25000	H1	10.203	2.563	25.153	16.334	45.747	13.14.MF	Frugivore-herbivore	0	H	Frugivore	NA	NA	NA	NA
Mazama bricenii	Mazama bricenii	Artiodactyla	Cervidae	1	2	1	0	1	0	0	0	NA	NA	NA	Mazama bricenii	Artiodactyla	Cervidae	1035	16499.85	H1	10.203	2.563	25.153	16.334	45.747	13.14.MF	Frugivore-granivore	0	H	Frugivore	NA	NA	NA	NA
Mazama chunyi	Mazama chunyi	Artiodactyla	Cervidae	1	2	1	0	1	0	0	0	NA	NA	NA	Mazama chunyi	Artiodactyla	Cervidae	1035	16071.74	H1	10.203	2.563	25.153	16.334	45.747	13.14.MF	Frugivore-granivore	0	H	Frugivore	NA	NA	NA	NA
Mazama gouazoubira	Mazama gouazoubira	Artiodactyla	Cervidae	1	2	1	0	1	0	0	0	NA	NA	NA	Mazama gouazoubira	Artiodactyla	Cervidae	1060	20000	H4	10.465	4.504	18.862	10.339	55.829	12.Herbivore-Frugivore	Frugivore-herbivore	0	H	Frugivore	Mazama gouazoupira	NA	NA	NA
Mazama nana	Mazama nana	Artiodactyla	Cervidae	1	2	1	0	1	0	0	0	NA	NA	NA	Mazama nana	Artiodactyla	Cervidae	1035	17500	H1	11.499	5.315	19.22	10.417	53.55	13.14.MF	Frugivore-herbivore	0	H	Frugivore	NA	NA	NA	NA
Mazama pandora	Mazama pandora	Artiodactyla	Cervidae	1	NA	1	0	1	0	0	0	NA	NA	NA	Mazama pandora	Artiodactyla	Cervidae	1035	16500	H1	10.203	2.563	25.153	16.334	45.747	13.14.MF	Frugivore-granivore	0	H	Frugivore	NA	NA	NA	NA
Mazama rufina	Mazama rufina	Artiodactyla	Cervidae	1	2	1	0	1	0	0	0	NA	NA	NA	Mazama rufina	Artiodactyla	Cervidae	775	8200	H1	9.77	2.894	24.874	14.737	47.724	13.14.MF	Frugivore-granivore	0	H	Frugivore	NA	NA	NA	NA
